Grade,Subject,Unit #,Unit Title,Unit Objective,Skills Tested,Lesson 1 Title,Lesson 1 Bloom,Lesson 2 Title,Lesson 2 Bloom,Lesson 3 Title,Lesson 3 Bloom,Lesson 4 Title,Lesson 4 Bloom,Lesson 5 Title,Lesson 5 Bloom,Lesson 6 Title,Lesson 6 Bloom,Lesson 7 Title,Lesson 7 Bloom,Lesson 8 Title,Lesson 8 Bloom,Lesson 9 Title,Lesson 9 Bloom,Lesson 10 Title,Lesson 10 Bloom,Lesson 11 Title,Lesson 11 Bloom,Lesson 12 Title,Lesson 12 Bloom,Lesson 13 Title,Lesson 13 Bloom,Lesson 14 Title,Lesson 14 Bloom,Lesson 15 Title,Lesson 15 Bloom,Lesson 16 Title,Lesson 16 Bloom,Lesson 17 Title,Lesson 17 Bloom,Lesson 18 Title,Lesson 18 Bloom,Lesson 19 Title,Lesson 19 Bloom,Lesson 20 Title,Lesson 20 Bloom
4,Social Studies,10,"Regions, Resources & Trade",Compare U.S. regions based on economic and geographic traits.,"analysis, trade, regional comparison",What Are the Regions of the U.S.?,Remember,Mapping Natural Resources by Region,Understand,Storytime: Life in Different Regions,Understand,Sorting: Resources and Trade Goods,Analyze,Partner Share: What Resources Are Important in My Region,Reflect,Journaling: How Resources Affect Daily Life,Reflect,Role Play: Trading Between Regions,Apply,Group Discussion: How Trade Connects Regions,Analyze,Creating a Resource Map,Create,Visualization: Imagine Trading in Different Regions,Apply,Interview: Ask a Local Business Owner,Apply,Sorting: Wants vs. Needs,Analyze,Writing Prompt: How Trade Affects Me,Reflect,Partner Project: Plan a Regional Trade Route,Apply,Debate: Which Region Has the Most Valuable Resources?,Evaluate,Build a Model of Regional Trade,Create,Reflection Circle: What I Learned About Resources and Trade,Reflect,Presentation: My Regional Trade Map,Evaluate,"Poster Project: ìOur Regions, Our Resourcesî",Create,Celebration: Trade and Region Fair,Reflect
4,Social Studies,11,Social Movements & Change,Learn about people and groups who brought social progress.,"biography, rights, activism",What Is a Social Movement?,Remember,Storytime: Leaders Who Changed History,Understand,Identifying Causes and Effects of Social Change,Analyze,Partner Share: A Person I Admire for Their Activism,Reflect,Creating a Timeline of Social Movements,Create,Role Play: Standing Up for Rights,Apply,Journaling: What Change Means to Me,Reflect,Group Discussion: How Social Movements Work,Analyze,Design a Social Movement Poster,Create,Interview: Ask a Community Activist,Apply,Visualization: Imagine Living During a Social Movement,Apply,Sorting: Peaceful vs. Violent Protest,Analyze,Writing Prompt: What Would I Fight For?,Create,Partner Project: Research a Social Movement,Apply,Debate: What Makes a Social Movement Successful?,Evaluate,Build a Class Social Justice Charter,Create,Presentation: My Social Movement Project,Evaluate,Reflection Circle: What I Learned About Change,Reflect,Poster Project: ìVoices for Changeî,Create,Celebration: Social Justice Day,Reflect
4,Social Studies,12,Project-Based Civic Engagement,Create and present a plan to address a local or global issue.,"planning, collaboration, presentation",What Is Civic Engagement?,Remember,Storytime: Kids Making a Difference,Understand,Brainstorming Local and Global Issues,Apply,Partner Share: A Problem I Care About,Reflect,Group Discussion: What Makes a Good Plan,Analyze,Creating a Project Proposal,Create,Role Play: Presenting Ideas Clearly,Apply,Journaling: My Goals for Change,Reflect,Building a Team to Work Together,Apply,Designing Visual Aids for Presentations,Create,Interview: Ask Someone Who Works on Community Issues,Apply,Practice Giving Constructive Feedback,Apply,Reflection Circle: What I Learned About Collaboration,Reflect,Drafting a Timeline for the Project,Create,Partner Presentation Practice,Apply,Group Project Work Sessions,Apply,Writing Prompt: What Impact Do I Want to Make?,Create,Creating a Final Presentation,Create,Presentation Day,Evaluate,Celebration: Civic Engagement Showcase,Reflect
4,ELA,9,Integrating Multimedia in Writing,"Enhance writing with images, graphs, and digital tools.","multimodal literacy, organization, visual tools",Reading and Writing Dialogue,Understand,Understanding Character Voice,Understand,Using Dialogue to Reveal Traits,Apply,Adding Stage Directions to Scripts,Apply,Writing Character Interactions,Apply,Performing Dialogue in Groups,Apply,Analyzing Dialogue in Literature,Analyze,Drafting a Reader‚Äôs Theater Script,Apply,Revising for Natural Speech,Create,Editing Punctuation in Dialogue,Create,Creating Dialogue Journals,Apply,Recording Audio Dialogues,Apply,Publishing Short Scripts,Create,Responding to Peer Scripts,Analyze,Explaining Purpose of Dialogue,Evaluate,Comparing Dialogue in Text Types,Apply,Incorporating Dialogue in Narrative Revisions,Create,Designing Dialogue Comics,Evaluate,Presenting Dialogue Projects,Evaluate,Celebrating Performance and Voice,Reflect
4,ELA,10,Exploring Poetry & Symbolism,"Analyze metaphor, symbolism, and poetic form.","poetry, symbolism, figurative meaning",Reflecting on ELA Skills Mastered,Understand,Reviewing Genre Writing,Understand,Comparing Writing from Early Year to Now,Apply,Choosing Best Work to Showcase,Apply,Revising for Publication,Apply,Editing for Voice and Purpose,Apply,Creating a Personal Writing Anthology,Analyze,Designing Portfolio Layout,Apply,Writing Reflection Narratives,Create,Sharing Peer Testimonials,Create,Recording Video Readings,Apply,Publishing Digital Collections,Apply,Creating a Writer Timeline,Create,Writing Advice for Future Writers,Analyze,Presenting at Author‚Äôs Chair,Evaluate,Gallery Walk of Writing,Apply,Reading Aloud to Younger Students,Create,Celebrating Genre Mastery,Evaluate,Final Writing Conference,Evaluate,Closing Celebration and Certificates,Reflect
4,ELA,11,Editing & Publishing with Precision,"Edit for grammar, punctuation, and clarity before publishing.","revision, mechanics, clarity",Understanding Media Messages,Understand,Comparing News and Opinions,Understand,Identifying Target Audience,Apply,Analyzing Persuasive Techniques,Apply,Evaluating Digital Sources,Apply,Reviewing Website Credibility,Analyze,Creating a Media Log,Apply,Watching Media with Critical Eye,Apply,Writing Media Responses,Evaluate,Discussing Media Bias,Create,Designing a Public Service Message,Analyze,Writing a Commercial Script,Create,Revising Media Scripts,Create,Filming or Presenting Messages,Apply,Building a Media Critique Gallery,Evaluate,Peer Feedback on Messages,Create,Writing Reflections on Media,Evaluate,Publishing Multimedia Projects,Reflect,Sharing in a Media Fair,Apply,Celebrating Media Savvy,Celebrate
4,ELA,12,ELA Showcase & Presentations,Share writing with an audience and reflect on the writing process.,"speaking, feedback, reflection",Reflecting on Our Literacy Journey,Understand,Choosing Showcase Pieces,Understand,Writing Reading Reflections,Apply,Building a Genre Recommendation List,Apply,Creating Reading and Writing Timelines,Apply,Writing Advice to Future Writers,Analyze,Designing an End-of-Year Portfolio,Apply,Recording Author Messages,Apply,Designing a Literacy Memory Board,Evaluate,Hosting a Book Club Discussion,Create,Publishing Favorite Writing,Analyze,Creating an Author‚Äôs Gallery,Create,Sharing Reading Goals,Create,Writing Letters to Our Future Selves,Apply,Celebrating Reading and Writing Progress,Evaluate,Hosting a Class Author Fair,Create,Presenting Final Projects,Evaluate,Reflecting with Peers,Reflect,Final Literacy Reflection Essay,Apply,Year-End Literacy Celebration,Celebrate
5,ELA,1,Reading Complex Narratives,"Analyze characters, plot, and theme in grade-level literature.","comprehension, theme, character development",Exploring Universal Themes,Understand,Analyzing Character Development,Analyze,Identifying Plot Elements,Understand,Journaling on Character and Theme,Reflect,Partner Share: Favorite Narrative,Reflect,Creating a Story Map,Create,Role Play: Character Perspectives,Apply,Visualization: Imagine Being a Character,Apply,Group Discussion: Themes in Literature,Analyze,Interview: Ask About Favorite Books,Apply,Writing Prompt: My Favorite Story,Create,Sorting Game: Match Stories and Themes,Analyze,Partner Challenge: Compare Characters,Apply,Experiment: Act Out a Scene,Apply,Reflection Circle: What I Learned,Reflect,Presentation: My Story Map,Evaluate,Celebration: Narrative Day,Reflect,Drawing Project: Favorite Character,Create,Review Quiz: Narratives,Evaluate,Book Club: Discuss a Narrative,Evaluate
5,ELA,2,Analyzing Theme Across Texts,Compare how different texts treat similar themes.,"synthesis, text comparison, evidence",Reading and Comparing Poems,Understand,Identifying Poetic Elements,Understand,Exploring Rhythm and Rhyme,Apply,Summarizing Fiction and Nonfiction,Apply,Partner Share: Favorite Poem,Reflect,Journaling: How to Summarize,Reflect,Role Play: Summarizing a Story,Apply,Visualization: Key Details,Apply,Creating a Summary Chart,Create,Group Discussion: Why Summaries Matter,Analyze,Interview: Ask Someone About Summaries,Apply,Writing Prompt: My Summary,Create,Sorting Game: Match Summaries and Texts,Analyze,Partner Challenge: Summarize a Passage,Apply,Experiment: Summarizing Key Ideas,Apply,Reflection Circle: What I Learned,Reflect,Presentation: My Summary Chart,Evaluate,Celebration: Summary Day,Reflect,Drawing Project: Summary Visual,Create,Review Quiz: Summarizing Texts,Evaluate
5,ELA,3,Comparing Authorís Perspective,Evaluate authorís point of view and bias in fiction and nonfiction.,"inference, author purpose, perspective",Reading and Comparing Texts,Understand,Identifying Author Bias,Understand,Exploring Author Purpose,Apply,Writing About Authorís Perspective,Apply,Partner Share: Favorite Author,Reflect,Journaling: Understanding Bias,Reflect,Role Play: Authorís Voice,Apply,Visualization: Imagine Different Perspectives,Apply,Group Discussion: Why Perspective Matters,Analyze,Interview: Ask Someone About Author Bias,Apply,Writing Prompt: My Perspective on a Text,Create,Sorting Game: Match Perspectives and Texts,Analyze,Partner Challenge: Write a Persuasive Piece,Apply,Experiment: Role-Playing Perspectives,Apply,Reflection Circle: What I Learned,Reflect,Presentation: My Perspective Piece,Evaluate,Celebration: Perspective Day,Reflect,Drawing Project: Illustrate Different Perspectives,Create,Review Quiz: Authorís Perspective,Evaluate,Book Club: Discuss Author Perspectives,Evaluate
5,ELA,4,Debate & Opinion Writing,Write structured opinion essays using persuasive techniques.,"organization, argumentation, transitions",Exploring Universal Themes,Understand,Identifying Themes Across Cultures,Understand,Explaining How Theme Develops,Apply,Supporting Theme with Close Reading,Apply,Writing a Literary Claim,Apply,Analyzing Figurative Language,Analyze,Using Literary Vocabulary,Apply,Building a Multi-Paragraph Response,Apply,Peer Feedback on Theme Writing,Analyze,Revising for Depth and Clarity,Apply,Editing for Conventions and Style,Apply,Writing About Multiple Themes,Create,Responding to Text in a Creative Format,Apply,Designing a Theme Poster,Apply,Collaborating on a Theme Anthology,Evaluate,Publishing Theme Responses,Apply,Leading a Theme Discussion,Create,Comparing Personal Reflections on Theme,Evaluate,Final Presentation of Theme Projects,Apply,Literary Reflection Celebration,Reflect
5,Math,1,Understanding Place Value to Millions,"Read, write, and compare multi-digit numbers using place value to millions.","place value, number sense, comparison",Reviewing the Base-Ten System,Remember,"Identifying the Value of Digits to 1,000,000",Understand,"Writing Numbers in Standard, Word, and Expanded Form",Apply,"Comparing Numbers to 1,000,000",Analyze,Rounding Numbers to Any Place,Apply,Using Exponents with Powers of Ten (Intro),Understand,Understanding the Role of Zeros in Place Value,Analyze,Using Number Lines with Large Numbers,Apply,Estimating Large Quantities in Real-Life Contexts,Analyze,Exploring Patterns in Powers of Ten,Understand,Reading and Interpreting Large Numbers in Tables,Apply,Decomposing Multi-Digit Numbers,Analyze,Solving Real-World Place Value Problems,Apply,Comparing Strategies for Place Value Operations,Evaluate,Identifying and Explaining Errors in Representation,Evaluate,Designing a Place Value Board Game,Create,"Constructing Number Riddles to 1,000,000",Create,Analyzing Data Represented with Large Numbers,Evaluate,Reviewing and Explaining Place Value Concepts,Evaluate,Unit 1 Capstone: Teach the Class About Large Numbers,Create
5,Math,2,Multiplying & Dividing Large Numbers,Multiply and divide multi-digit numbers using standard algorithms.,"multiplication, division, algorithm use",Reviewing Attributes of Polygons,Remember,Classifying Triangles and Quadrilaterals,Understand,Identifying Coordinate Points,Understand,Graphing Shapes on the Coordinate Plane,Apply,Describing Shapes Using Coordinates,Understand,Exploring Transformations,Understand,Translating Shapes on a Grid,Understand,Reflecting Shapes Across Axes,Apply,Rotating Shapes Around a Point,Apply,Understanding Regular vs Irregular Polygons,Understand,Analyzing Patterns on Coordinate Grids,Apply,Calculating Distance on a Grid,Apply,Connecting Geometry and Art,Analyze,Designing Symmetric Figures,Understand,Constructing Polygons with Constraints,Understand,Modeling 3D Shapes from Nets,Apply,Exploring Volume and Surface Area Basics,Create,Creating a Geometry Handbook,Analyze,Solving Real-World Geometry Tasks,Evaluate,Geometry Gallery Walk,Create
5,Math,3,Fraction Operations & Simplification,Add and subtract fractions and mixed numbers with like and unlike denominators.,"fraction operations, LCM, simplification",Reviewing Growing and Repeating Patterns,Remember,Modeling Patterns Using Tables,Understand,Writing Pattern Rules with Variables,Apply,Using Coordinate Pairs to Represent Patterns,Understand,Describing Patterns Algebraically,Apply,Identifying Function-Like Relationships,Analyze,Interpreting Graphs of Patterns,Apply,Finding Constant Rate of Change,Analyze,Creating Composite Patterns,Understand,Correcting Complex Pattern Errors,Apply,Explaining Pattern Strategies in Writing,Analyze,Connecting Patterns to Real-World Data,Evaluate,Solving Multi-Step Pattern Problems,Analyze,Using Patterns to Make Predictions,Analyze,Comparing Different Pattern Models,Apply,Designing a Pattern Simulation,Create,Presenting a Pattern Investigation,Evaluate,Peer Reviewing Pattern Projects,Evaluate,Reflecting on Pattern Mastery,Evaluate,Capstone: Pattern Gallery Walk,Create
5,Math,4,Decimal Concepts & Operations,"Read, write, and operate with decimals to the thousandths place.","decimals, alignment, place value",Reviewing Operations and Properties,Remember,Solving Multi-Step Problems with Decimals,Understand,Modeling Real-World Scenarios with Equations,Apply,Interpreting Expressions in Context,Apply,Using Estimation to Check Work,Apply,Justifying Solutions with Reasoning,Apply,Solving Problems with Mixed Operations,Analyze,Writing Equations with Parentheses,Apply,Creating and Solving Real-Life Math Problems,Apply,Interpreting Multi-Step Word Problems,Understand,Organizing Work for Multi-Step Solutions,Evaluate,Explaining Strategy Choices,Analyze,Identifying Errors in Solutions,Apply,Collaborating to Solve Complex Problems,Analyze,Peer Reviewing Math Solutions,Apply,Creating Word Problems with Constraints,Create,Evaluating the Efficiency of Strategies,Apply,Designing a Problem-Solving Game,Evaluate,Presenting a Problem-Solving Project,Evaluate,Capstone: Mid-Year Problem-Solving Showcase,Evaluate
5,Math,5,"Volume, Area, and Surface Area","Solve problems involving volume, area, and surface area of prisms.","geometry, measurement, spatial reasoning",Multiplying Multi-Digit Numbers,Understand,Using the Standard Algorithm,Apply,Estimating Products,Apply,Introducing Decimal Multiplication,Apply,Multiplying Decimals by Whole Numbers,Apply,Solving Multiplication Word Problems,Understand,Dividing Multi-Digit Numbers,Apply,Using Place Value to Divide,Apply,Understanding Remainders in Context,Analyze,Connecting Division to Fractions,Apply,Solving Decimal Division Problems,Understand,Multi-Step Decimal Word Problems,Apply,Using Order of Operations,Analyze,Justifying Multi-Step Solutions,Apply,Creating Real-World Problem Scenarios,Analyze,Designing a Math Strategy Guide,Apply,Explaining Math Reasoning,Evaluate,Peer Reviewing Problem Solutions,Apply,Game Day: Mixed Operation Relay,Create,Capstone: Math Mastery Share,Evaluate
5,Math,6,Coordinate Grids & Graphing,Graph points and interpret patterns on the coordinate plane.,"coordinate plane, quadrants, x/y relationships",Reviewing Place Value in Measurement,Remember,Converting Units Within a System,Apply,Solving Word Problems Using Conversions,Apply,Using Ratios in Measurement,Apply,Exploring Volume of Rectangular Prisms,Understand,Using Formulas to Find Volume,Analyze,Measuring Surface Area with Nets,Apply,Solving Real-World Geometry Problems,Understand,Using Data to Support Measurement Claims,Apply,Explaining Measurement Errors,Analyze,Creating and Interpreting Line Plots,Apply,Analyzing Measurement Discrepancies,Apply,Solving Multi-Step Decimal Problems,Analyze,Explaining Estimation Reasoning,Apply,Measurement Game Development,Apply,Partner Problem Solving,Evaluate,Peer Feedback on Projects,Create,Final Measurement Presentation,Create,Reflecting on Measurement Growth,Create,Capstone: Measurement Mastery Showcase,Evaluate
5,Math,7,Ratios & Unit Conversions,"Use ratios, rates, and unit conversions in real-world contexts.","ratio reasoning, scaling, conversion",Adding Fractions with Unlike Denominators,Understand,Subtracting Fractions with Unlike Denominators,Apply,Using Least Common Denominators,Apply,Modeling with Fraction Bars and Number Lines,Apply,Solving Word Problems with Fractions,Apply,Estimating Sums and Differences,Analyze,Creating Equivalent Fractions,Apply,Using Benchmarks to Check Work,Understand,Explaining Error in Fraction Computation,Apply,Working with Mixed Numbers,Analyze,Converting Improper Fractions and Mixed Numbers,Apply,Using Visual Models to Justify,Create,Solving Multi-Step Fraction Word Problems,Apply,Fraction Error Analysis,Apply,Justifying Strategy Choices,Create,Peer Reviewing Problem Solutions,Analyze,Fraction Project Work Time,Evaluate,Presenting Fraction Findings,Apply,Review Stations: Fraction Mastery,Evaluate,Capstone: Fraction Fair,Create
5,Math,8,Algebraic Thinking with Expressions,Evaluate numerical expressions and write simple equations.,"expressions, order of operations, algebraic thinking",Reviewing Graph Types and Uses,Understand,Collecting and Organizing Complex Data,Apply,Creating Line Graphs,Apply,Creating and Analyzing Box Plots,Understand,Comparing Graphs for Different Purposes,Apply,Using Graphs in Multi-Step Problems,Analyze,"Calculating Mean, Median, Mode, Range",Apply,Identifying Misleading Graphs,Analyze,Designing Survey Questions,Create,Graphing with Digital Tools,Apply,Exploring Statistical Questions,Understand,Analyzing Real-World Graphs,Apply,Justifying Conclusions from Data,Create,Presenting Data in Reports,Understand,Creating Interactive Graphs,Apply,Peer Review of Data Projects,Analyze,Publishing Graphs Online,Create,Graphing Predictions,Evaluate,Reviewing Data Mastery,Evaluate,Final Presentation: Data Stories,Create
5,Math,9,Data Analysis & Probability,"Analyze data sets using mean, median, mode, and probability.","statistics, data visualization, predictions",Reading and Understanding Complex Problems,Understand,Choosing the Right Operations,Apply,Writing and Solving Multi-Step Equations,Apply,Explaining Multi-Step Reasoning,Create,Using Multiple Strategies to Solve a Problem,Analyze,Working with Variables and Expressions,Apply,Solving Word Problems with Fractions and Decimals,Apply,Checking for Reasonableness and Accuracy,Apply,Identifying Missteps in Word Problems,Analyze,Modeling with Visuals and Diagrams,Apply,Creating Real-World Problems with Data,Evaluate,Writing Explanatory Math Paragraphs,Apply,Peer Reviewing Multi-Step Solutions,Create,Collaborating to Solve Realistic Problems,Apply,Designing a Word Problem Booklet,Analyze,Critiquing Problem Design and Clarity,Create,Applying Math in Real-World Scenarios,Evaluate,Building a Word Problem Mastery Map,Analyze,Review Challenge: Word Problem Tournament,Apply,Final Presentation: Problem Solving Expo,Create
5,Math,10,Multi-Step Real World Problems,Solve real-world problems using mixed operations and reasoning.,"problem solving, strategy use, modeling",Plotting Points in the Coordinate Plane,Understand,Graphing Shapes with Ordered Pairs,Apply,Understanding Reflections and Translations,Analyze,Analyzing Rotations,Apply,Classifying Polygons by Attributes,Understand,Exploring Triangles and Angle Sums,Apply,Working with Regular and Irregular Polygons,Analyze,Using Coordinate Grids for Symmetry,Apply,Creating Geometry Art with Reflections,Understand,Identifying Patterns in Coordinates,Analyze,Solving Geometry Word Problems,Analyze,Explaining Strategy in Geometry Journals,Create,Designing Math Art with Shapes,Apply,Calculating Area and Perimeter,Understand,Applying Volume and Surface Area Concepts,Apply,Using Geometry in Architecture,Analyze,Collaborating on Design Challenges,Apply,Building a Geometry Toolkit,Evaluate,Graphing Real-World Problems,Apply,Capstone: Geometry Project Showcase,Create
5,Math,11,Geometry & Classification of Shapes,Classify 2D figures and understand attributes of triangles and quadrilaterals.,"geometry, classification, symmetry",Multiplying Fractions by Whole Numbers,Understand,Modeling Multiplication of Fractions,Apply,Using Area Models to Multiply Fractions,Apply,Simplifying Fraction Products,Apply,Solving Word Problems with Fraction Multiplication,Apply,Interpreting Fraction Results,Understand,Using Benchmark Fractions for Estimation,Analyze,Connecting Fractions to Decimals,Apply,Multiplying Mixed Numbers,Understand,Explaining Fraction Multiplication,Apply,Identifying Errors in Fraction Work,Understand,Designing Word Problems for Classmates,Apply,Using Tools to Model Fractions,Evaluate,Reviewing All Fraction Operations,Create,Explaining Mixed Strategy Use,Analyze,Peer Evaluations and Corrections,Apply,Designing a Fraction Reference Booklet,Analyze,Fraction Games and Puzzles,Evaluate,Final Fraction Practice Challenge,Apply,Capstone: Fraction Project Presentations,Create
5,Math,12,Math Mastery Project & Review,Apply and present math skills through cumulative projects.,"synthesis, presentation, applied math",Operations and Decimals Review,Remember,Fractions and Volume Review,Remember,Graphing and Data Project Work,Understand,Geometry Review Stations,Apply,Solving Mixed Word Problems,Apply,Collaborating on Real-World Scenarios,Apply,Creating Math Portfolio Pages,Apply,Designing a Math Infographic,Analyze,Review Games: Strategy Rotation,Apply,Building Review Flashcards,Apply,Explaining Math Reasoning Clearly,Apply,Designing Board Games for Review,Create,Choice Time for Project Work,Apply,Reflecting on Math Growth,Analyze,Preparing for Math Showcase,Create,Final Practice Challenge,Create,Peer Project Feedback,Evaluate,Class Math Awards Ceremony,Evaluate,Math Learning Gallery Walk,Apply,Capstone: 5th Grade Math Showcase,Create
5,Science,1,Scientific Thinking & Models,Use models and tools to explain scientific phenomena.,"modeling, prediction, system thinking",What Is Scientific Thinking?,Remember,Types of Scientific Models,Understand,Storytime: Using Models,Understand,Creating Simple Models,Apply,Partner Share: My Favorite Model,Reflect,Journaling: How Models Help Us,Reflect,Experiment: Testing Models,Apply,Visualization: Imagine Scientific Models,Apply,Group Discussion: Why Models Matter,Analyze,Interview: Ask Someone About Scientific Models,Apply,Writing Prompt: How Models Explain Science,Create,Sorting Game: Match Models and Their Uses,Analyze,Partner Challenge: Build a Model,Apply,Group Project: Create a Scientific Model,Create,Reflection Circle: What I Learned About Models,Reflect,Presentation: My Scientific Model,Evaluate,Role Play: Explaining My Model,Apply,Celebration: Scientific Modeling Day,Reflect,Drawing Project: My Scientific Model,Create,Review Quiz: Scientific Thinking & Models,Evaluate
5,Science,2,Ecosystems & Energy Transfer,Explore food webs and energy movement in ecosystems.,"biology, systems, interdependence",What Is an Ecosystem?,Remember,Components of Ecosystems,Understand,Storytime: Food Webs,Understand,Creating a Food Web,Apply,Partner Share: My Favorite Animal,Reflect,Journaling: How Energy Moves,Reflect,Role Play: Acting Out a Food Chain,Apply,Visualization: Imagine an Ecosystem,Apply,Group Discussion: Why Ecosystems Matter,Analyze,Interview: Ask Someone About Ecosystems,Apply,Writing Prompt: How Energy Flows,Create,Sorting Game: Match Animals to Their Role,Analyze,Partner Challenge: Observe an Ecosystem,Apply,Group Project: Build an Ecosystem Model,Create,Experiment: Energy Transfer in an Ecosystem,Apply,Reflection Circle: What I Learned About Ecosystems,Reflect,Presentation: My Ecosystem Model,Evaluate,Sorting Game: Match Energy Roles,Analyze,Celebration: Ecosystem Day,Reflect,Drawing Project: Food Webs,Create
5,Science,3,Earthís Systems & Resources,Understand Earthís spheres and natural resource use.,"earth science, classification, sustainability",What Are Earthís Systems?,Remember,"The Atmosphere, Hydrosphere, Lithosphere, Biosphere",Understand,Storytime: Interactions of Earthís Systems,Understand,Model Earthís Spheres,Apply,Partner Share: What I Know About Earth,Reflect,Journaling: How Earthís Systems Work,Reflect,Role Play: Acting Out Earthís Systems,Apply,Visualization: Imagine Earthís Systems,Apply,Group Discussion: Why Earthís Systems Matter,Analyze,Interview: Ask Someone About Earth Science,Apply,Writing Prompt: What I Learned About Earthís Systems,Create,Sorting Game: Match Earthís Systems,Analyze,Partner Challenge: Observe Earthís Systems,Apply,Group Project: Build an Earth Systems Model,Create,Experiment: Earth System Interactions,Apply,Reflection Circle: What I Learned About Earth,Reflect,Presentation: My Earth Systems Model,Evaluate,Sorting Game: Earth Systems and Effects,Analyze,Celebration: Earth Science Day,Reflect,Drawing Project: Earthís Systems,Create
5,Science,4,Properties & Conservation of Matter,Investigate how matter changes and is conserved.,"chemistry, reactions, conservation",What Are the Properties of Matter?,Remember,Physical and Chemical Properties,Understand,Storytime: Matter Changes,Understand,Experiment: Observing Physical Changes,Apply,Partner Share: How Matter Changes,Reflect,Journaling: Conservation of Matter,Reflect,Role Play: Acting Out Matter Changes,Apply,Visualization: Imagine Matter Changing,Apply,Group Discussion: Why Conservation Matters,Analyze,Interview: Ask Someone About Matter,Apply,Writing Prompt: What I Learned About Matter,Create,Sorting Game: Match Matter Types and Properties,Analyze,Partner Challenge: Find Examples of Matter Changes,Apply,Creating a Conservation Poster,Create,Reflection Circle: What I Learned About Matter Changes,Reflect,Presentation: My Conservation Poster,Evaluate,Experiment: Chemical Reactions,Apply,Sorting Game: Match Chemical Reactions,Analyze,Celebration: Conservation Day,Reflect,Drawing Project: Matter Changes,Create
5,Science,5,"Forces, Motion, & Simple Machines",Describe and measure motion and mechanical advantage.,"force, speed, engineering",What Are Forces and Motion?,Remember,Types of Motion and Force,Understand,Storytime: Simple Machines in Action,Understand,Experiment: Measuring Force and Motion,Apply,Partner Share: How Forces Affect Me,Reflect,Journaling: Simple Machines,Reflect,Role Play: Acting Out Forces and Motion,Apply,Visualization: Imagine Simple Machines,Apply,Creating a Simple Machine Model,Create,Group Discussion: Why Simple Machines Matter,Analyze,Interview: Ask Someone About Forces,Apply,Writing Prompt: How Forces Help Us,Create,Partner Challenge: Build a Simple Machine,Apply,Group Project: Design a Simple Machine,Create,Reflection Circle: What I Learned About Forces and Motion,Reflect,Presentation: My Simple Machine Model,Evaluate,Sorting Game: Match Machines and Their Uses,Analyze,Celebration: Forces and Motion Day,Reflect,Drawing Project: Forces and Motion,Create,,
5,Science,6,Electricity & Magnetism,Experiment with electric circuits and magnetic fields.,"circuitry, magnetism, cause/effect",What Is Electricity?,Remember,What Is Magnetism?,Remember,Components of Electric Circuits,Understand,Properties of Magnets,Understand,Storytime: Electricity and Magnetism,Understand,Building Simple Circuits,Apply,Experiment: Testing Circuits,Apply,Experiment: Testing Magnets,Apply,Partner Share: What I Learned About Electricity and Magnetism,Reflect,Journaling: How Electricity and Magnetism Work,Reflect,Visualization: Imagine Electric and Magnetic Fields,Apply,Role Play: Acting Out Circuits and Magnetism,Apply,Creating a Circuit Diagram,Create,Group Discussion: Why Electricity and Magnetism Matter,Analyze,Interview: Ask Someone About Electricity and Magnetism,Apply,Writing Prompt: My Favorite Experiment,Create,Partner Challenge: Build a Circuit or Magnet Experiment,Apply,Group Project: Design an Electric or Magnetic Experiment,Create,Celebration: Electricity and Magnetism Day,Reflect,Drawing Project: Electricity and Magnetism,Create
5,Science,7,"Climate, Weather & Human Impact",Examine climate zones and human environmental influence.,"data analysis, geography, ecology",What Are Climate Zones?,Remember,Types of Climate Zones,Understand,Storytime: Climate and Human Impact,Understand,Mapping Climate Zones,Apply,Partner Share: How Humans Affect the Environment,Reflect,Journaling: Climate Change,Reflect,Role Play: Acting Out Climate Effects,Apply,Visualization: Imagine a Changing Climate,Apply,Creating a Climate Impact Poster,Create,Group Discussion: Why Climate Matters,Analyze,Interview: Ask Someone About Climate Change,Apply,Writing Prompt: How I Can Help the Climate,Create,Partner Challenge: Practice Energy Conservation,Apply,Group Project: Plan a Climate Action Campaign,Create,Experiment: Measuring Temperature Changes,Apply,Reflection Circle: What I Learned About Climate Change,Reflect,Presentation: My Climate Action Plan,Evaluate,Sorting Game: Match Climate Terms,Analyze,Celebration: Climate Awareness Day,Reflect,Drawing Project: Climate Change,Create
5,Science,8,Astronomy & Planetary Systems,Study Earthís place in the solar system and planetary orbits.,"astronomy, models, observation",What Is Astronomy?,Remember,The Solar System and Its Planets,Understand,Moon and Planetary Orbits,Understand,Storytime: Exploring Space,Understand,Modeling Planetary Motion,Apply,Partner Share: My Favorite Planet,Reflect,Journaling: Observing the Night Sky,Reflect,Role Play: Acting Out Planetary Movements,Apply,Visualization: Imagine Traveling in Space,Apply,Creating a Model Solar System,Create,Group Discussion: Why Space Exploration Matters,Analyze,Interview: Ask Someone About Astronomy,Apply,Writing Prompt: What I Learned About the Solar System,Create,Partner Challenge: Identify Planets,Apply,Group Project: Build a Solar System Model,Create,Reflection Circle: What I Learned About Astronomy,Reflect,Presentation: My Solar System Model,Evaluate,Sorting Game: Match Planets and Characteristics,Analyze,Celebration: Astronomy Day,Reflect,Drawing Project: My Favorite Space Object,Create
